# Data taken from Menang et al. (2013), which has been normalised to Thuillier. Smoothed to 0.0003 microns. Gaussian.
# Wavelength (microns)    Spectral Luminosity (W micron-1)
1
6.955e5
       1.4506152   9.0725072e+25
       1.4506184   9.0705039e+25
       1.4506215   9.0685660e+25
       1.4506247   9.0667094e+25
       1.4506279   9.0649228e+25
       1.4506311   9.0632174e+25
       1.4506342   9.0616088e+25
       1.4506374   9.0600722e+25
       1.4506406   9.0586398e+25
       1.4506437   9.0573117e+25
       1.4506469   9.0560859e+25
       1.4506501   9.0549616e+25
       1.4506532   9.0539525e+25
       1.4506564   9.0530523e+25
       1.4506596   9.0522656e+25
       1.4506628   9.0516089e+25
       1.4506659   9.0510656e+25
       1.4506691   9.0506542e+25
       1.4506723   9.0503812e+25
       1.4506754   9.0502318e+25
       1.4506786   9.0502217e+25
       1.4506818   9.0503490e+25
       1.4506850   9.0506100e+25
       1.4506881   9.0510287e+25
       1.4506913   9.0515849e+25
       1.4506945   9.0522794e+25
       1.4506976   9.0531307e+25
       1.4507008   9.0541287e+25
       1.4507040   9.0552788e+25
       1.4507071   9.0565793e+25
       1.4507103   9.0580293e+25
       1.4507135   9.0596406e+25
       1.4507167   9.0613838e+25
       1.4507198   9.0633050e+25
       1.4507230   9.0653609e+25
       1.4507262   9.0675718e+25
       1.4507293   9.0699293e+25
       1.4507325   9.0724242e+25
       1.4507357   9.0750860e+25
       1.4507389   9.0778780e+25
       1.4507420   9.0808147e+25
       1.4507452   9.0838990e+25
       1.4507484   9.0871096e+25
       1.4507515   9.0904614e+25
       1.4507547   9.0939451e+25
       1.4507579   9.0975523e+25
       1.4507611   9.1012906e+25
       1.4507642   9.1051459e+25
       1.4507674   9.1091221e+25
       1.4507706   9.1132072e+25
       1.4507737   9.1174047e+25
       1.4507769   9.1217047e+25
       1.4507801   9.1261070e+25
       1.4507833   9.1306052e+25
       1.4507864   9.1351883e+25
       1.4507896   9.1398544e+25
       1.4507928   9.1445989e+25
       1.4507959   9.1494163e+25
       1.4507991   9.1543056e+25
       1.4508023   9.1592475e+25
       1.4508054   9.1642576e+25
       1.4508086   9.1693046e+25
       1.4508118   9.1743969e+25
       1.4508150   9.1795407e+25
       1.4508181   9.1847067e+25
       1.4508213   9.1898940e+25
       1.4508245   9.1951006e+25
       1.4508276   9.2003228e+25
       1.4508308   9.2055534e+25
       1.4508340   9.2107849e+25
       1.4508372   9.2160099e+25
       1.4508403   9.2212239e+25
       1.4508435   9.2264167e+25
       1.4508467   9.2316002e+25
       1.4508498   9.2367468e+25
       1.4508530   9.2418557e+25
       1.4508562   9.2469313e+25
       1.4508594   9.2519580e+25
       1.4508625   9.2569451e+25
       1.4508657   9.2618713e+25
       1.4508689   9.2667274e+25
       1.4508720   9.2715319e+25
       1.4508752   9.2762690e+25
       1.4508784   9.2809277e+25
       1.4508816   9.2855071e+25
       1.4508847   9.2899989e+25
       1.4508879   9.2944197e+25
       1.4508911   9.2987427e+25
       1.4508942   9.3029753e+25
       1.4508974   9.3071184e+25
       1.4509006   9.3111536e+25
       1.4509038   9.3150828e+25
       1.4509069   9.3189077e+25
       1.4509101   9.3226340e+25
       1.4509133   9.3262514e+25
       1.4509165   9.3297572e+25
       1.4509196   9.3331477e+25
       1.4509228   9.3364257e+25
       1.4509260   9.3395856e+25
       1.4509291   9.3426302e+25
       1.4509323   9.3455513e+25
       1.4509355   9.3483690e+25
       1.4509387   9.3510493e+25
       1.4509418   9.3536199e+25
       1.4509450   9.3560659e+25
       1.4509482   9.3584004e+25
       1.4509513   9.3606149e+25
       1.4509545   9.3627031e+25
       1.4509577   9.3646695e+25
       1.4509609   9.3665234e+25
       1.4509640   9.3682666e+25
       1.4509672   9.3698807e+25
       1.4509704   9.3713859e+25
       1.4509735   9.3727713e+25
       1.4509767   9.3740533e+25
       1.4509799   9.3752219e+25
       1.4509831   9.3762808e+25
       1.4509862   9.3772271e+25
       1.4509894   9.3780821e+25
       1.4509926   9.3788098e+25
       1.4509957   9.3794555e+25
       1.4509989   9.3799941e+25
       1.4510021   9.3804396e+25
       1.4510053   9.3807799e+25
       1.4510084   9.3810308e+25
       1.4510116   9.3811913e+25
       1.4510148   9.3812697e+25
       1.4510180   9.3812568e+25
       1.4510211   9.3811664e+25
       1.4510243   9.3809847e+25
       1.4510275   9.3807311e+25
       1.4510306   9.3804036e+25
       1.4510338   9.3799978e+25
       1.4510370   9.3795237e+25
       1.4510402   9.3789897e+25
       1.4510433   9.3783837e+25
       1.4510465   9.3777132e+25
       1.4510497   9.3769808e+25
       1.4510528   9.3761987e+25
       1.4510560   9.3753483e+25
       1.4510592   9.3744573e+25
       1.4510624   9.3735101e+25
       1.4510655   9.3725186e+25
       1.4510687   9.3714809e+25
       1.4510719   9.3703963e+25
       1.4510751   9.3692756e+25
       1.4510782   9.3681163e+25
       1.4510814   9.3669181e+25
       1.4510846   9.3656859e+25
       1.4510877   9.3644195e+25
       1.4510909   9.3631338e+25
       1.4510941   9.3618112e+25
       1.4510973   9.3604765e+25
       1.4511004   9.3590976e+25
       1.4511036   9.3577141e+25
       1.4511068   9.3563002e+25
       1.4511099   9.3548752e+25
       1.4511131   9.3534299e+25
       1.4511163   9.3519790e+25
       1.4511195   9.3505015e+25
       1.4511226   9.3490239e+25
       1.4511258   9.3475297e+25
       1.4511290   9.3460272e+25
       1.4511322   9.3445183e+25
       1.4511353   9.3429982e+25
       1.4511385   9.3414782e+25
       1.4511417   9.3399416e+25
       1.4511448   9.3384115e+25
       1.4511480   9.3368730e+25
       1.4511512   9.3353355e+25
       1.4511544   9.3337933e+25
       1.4511575   9.3322512e+25
       1.4511607   9.3307026e+25
       1.4511639   9.3291540e+25
       1.4511671   9.3276109e+25
       1.4511702   9.3260531e+25
       1.4511734   9.3245035e+25
       1.4511766   9.3229614e+25
       1.4511797   9.3214026e+25
       1.4511829   9.3198522e+25
       1.4511861   9.3182971e+25
       1.4511893   9.3167476e+25
       1.4511924   9.3151815e+25
       1.4511956   9.3136190e+25
       1.4511988   9.3120612e+25
       1.4512020   9.3104886e+25
       1.4512051   9.3089068e+25
       1.4512083   9.3073287e+25
       1.4512115   9.3057349e+25
       1.4512146   9.3041402e+25
       1.4512178   9.3025252e+25
       1.4512210   9.3009055e+25
       1.4512242   9.2992666e+25
       1.4512273   9.2976193e+25
       1.4512305   9.2959508e+25
       1.4512337   9.2942620e+25
       1.4512369   9.2925464e+25
       1.4512400   9.2908207e+25
       1.4512432   9.2890664e+25
       1.4512464   9.2872835e+25
       1.4512496   9.2854656e+25
       1.4512527   9.2836071e+25
       1.4512559   9.2817292e+25
       1.4512591   9.2798043e+25
       1.4512622   9.2778379e+25
       1.4512654   9.2758364e+25
       1.4512686   9.2737649e+25
       1.4512718   9.2716638e+25
       1.4512749   9.2694917e+25
       1.4512781   9.2672642e+25
       1.4512813   9.2649777e+25
       1.4512845   9.2626212e+25
       1.4512876   9.2601917e+25
       1.4512908   9.2576894e+25
       1.4512940   9.2551189e+25
       1.4512972   9.2524524e+25
       1.4513003   9.2497020e+25
       1.4513035   9.2468575e+25
       1.4513067   9.2439282e+25
       1.4513098   9.2408863e+25
       1.4513130   9.2377540e+25
       1.4513162   9.2345065e+25
       1.4513194   9.2311390e+25
       1.4513225   9.2276664e+25
       1.4513257   9.2240619e+25
       1.4513289   9.2203283e+25
       1.4513321   9.2164748e+25
       1.4513352   9.2124755e+25
       1.4513384   9.2083453e+25
       1.4513416   9.2040620e+25
       1.4513448   9.1996421e+25
       1.4513479   9.1950618e+25
       1.4513511   9.1903145e+25
       1.4513543   9.1854169e+25
       1.4513574   9.1803681e+25
