# Data taken from Menang et al. (2013), which has been normalised to Thuillier. Smoothed to 0.0003 microns. Square.
# Wavelength (microns)    Spectral Luminosity (W micron-1)
1
6.955e5
       1.4506152   8.9680064e+25
       1.4506184   8.9673183e+25
       1.4506215   8.9670056e+25
       1.4506247   8.9669217e+25
       1.4506279   8.9669761e+25
       1.4506311   8.9671219e+25
       1.4506342   8.9673312e+25
       1.4506374   8.9675950e+25
       1.4506406   8.9679326e+25
       1.4506437   8.9683624e+25
       1.4506469   8.9688725e+25
       1.4506501   8.9694203e+25
       1.4506532   8.9699802e+25
       1.4506564   8.9705649e+25
       1.4506596   8.9712124e+25
       1.4506628   8.9719946e+25
       1.4506659   8.9730165e+25
       1.4506691   8.9744268e+25
       1.4506723   8.9763701e+25
       1.4506754   8.9789398e+25
       1.4506786   8.9821716e+25
       1.4506818   8.9860491e+25
       1.4506850   8.9904957e+25
       1.4506881   8.9953896e+25
       1.4506913   9.0005658e+25
       1.4506945   9.0058609e+25
       1.4506976   9.0111441e+25
       1.4507008   9.0163138e+25
       1.4507040   9.0212907e+25
       1.4507071   9.0260315e+25
       1.4507103   9.0304966e+25
       1.4507135   9.0346729e+25
       1.4507167   9.0385596e+25
       1.4507198   9.0421770e+25
       1.4507230   9.0455648e+25
       1.4507262   9.0487616e+25
       1.4507293   9.0518376e+25
       1.4507325   9.0549182e+25
       1.4507357   9.0581316e+25
       1.4507389   9.0615821e+25
       1.4507420   9.0653434e+25
       1.4507452   9.0694681e+25
       1.4507484   9.0739765e+25
       1.4507515   9.0788695e+25
       1.4507547   9.0841166e+25
       1.4507579   9.0896617e+25
       1.4507611   9.0954217e+25
       1.4507642   9.1012841e+25
       1.4507674   9.1071124e+25
       1.4507706   9.1127377e+25
       1.4507737   9.1179692e+25
       1.4507769   9.1226132e+25
       1.4507801   9.1265312e+25
       1.4507833   9.1296414e+25
       1.4507864   9.1318965e+25
       1.4507896   9.1333492e+25
       1.4507928   9.1341147e+25
       1.4507959   9.1343711e+25
       1.4507991   9.1343148e+25
       1.4508023   9.1341129e+25
       1.4508054   9.1339081e+25
       1.4508086   9.1338159e+25
       1.4508118   9.1339210e+25
       1.4508150   9.1342743e+25
       1.4508181   9.1348858e+25
       1.4508213   9.1357426e+25
       1.4508245   9.1367554e+25
       1.4508276   9.1378428e+25
       1.4508308   9.1389145e+25
       1.4508340   9.1398609e+25
       1.4508372   9.1405462e+25
       1.4508403   9.1408893e+25
       1.4508435   9.1409852e+25
       1.4508467   9.1411162e+25
       1.4508498   9.1417212e+25
       1.4508530   9.1434515e+25
       1.4508562   9.1471584e+25
       1.4508594   9.1538509e+25
       1.4508625   9.1643544e+25
       1.4508657   9.1790925e+25
       1.4508689   9.1980742e+25
       1.4508720   9.2209029e+25
       1.4508752   9.2467727e+25
       1.4508784   9.2744584e+25
       1.4508816   9.3024551e+25
       1.4508847   9.3294380e+25
       1.4508879   9.3543578e+25
       1.4508911   9.3765040e+25
       1.4508942   9.3954682e+25
       1.4508974   9.4111424e+25
       1.4509006   9.4237203e+25
       1.4509038   9.4335662e+25
       1.4509069   9.4410473e+25
       1.4509101   9.4464983e+25
       1.4509133   9.4502310e+25
       1.4509165   9.4525710e+25
       1.4509196   9.4538438e+25
       1.4509228   9.4543649e+25
       1.4509260   9.4544258e+25
       1.4509291   9.4542718e+25
       1.4509323   9.4540984e+25
       1.4509355   9.4540624e+25
       1.4509387   9.4542552e+25
       1.4509418   9.4546472e+25
       1.4509450   9.4551000e+25
       1.4509482   9.4555704e+25
       1.4509513   9.4560002e+25
       1.4509545   9.4560851e+25
       1.4509577   9.4555935e+25
       1.4509609   9.4543308e+25
       1.4509640   9.4521808e+25
