# Data adapted from Regis Courtin and smoothed to CRIRES resolution
# Regis' data had to be scaled by Planck(v,5778.0) and also manually adjusted to
# make it match mean irradiance of Fiorenza solar spectrum. 
# Wavelength (microns)    Spectral Luminosity (W micron-1)
1
6.955e5
      1.56351  7.55205e+25
      1.56352  7.53559e+25
      1.56352  7.51594e+25
      1.56353  7.49504e+25
      1.56353  7.47490e+25
      1.56354  7.45614e+25
      1.56354  7.44037e+25
      1.56355  7.42121e+25
      1.56355  7.39647e+25
      1.56356  7.36188e+25
      1.56356  7.31709e+25
      1.56356  7.25827e+25
      1.56357  7.18287e+25
      1.56357  7.08233e+25
      1.56358  6.95099e+25
      1.56358  6.78457e+25
      1.56359  6.57778e+25
      1.56359  6.33763e+25
      1.56360  6.06049e+25
      1.56360  5.76055e+25
      1.56361  5.47719e+25
      1.56361  5.23900e+25
      1.56361  5.08242e+25
      1.56362  5.03902e+25
      1.56362  5.11582e+25
      1.56363  5.29509e+25
      1.56363  5.52879e+25
      1.56364  5.76400e+25
      1.56364  5.96842e+25
      1.56365  6.14024e+25
      1.56365  6.27165e+25
      1.56366  6.35786e+25
      1.56366  6.39815e+25
      1.56367  6.39056e+25
      1.56367  6.34592e+25
      1.56368  6.28023e+25
      1.56368  6.22194e+25
      1.56369  6.20189e+25
      1.56369  6.24423e+25
      1.56369  6.34927e+25
      1.56370  6.49848e+25
      1.56370  6.65775e+25
      1.56371  6.80802e+25
      1.56371  6.93841e+25
      1.56372  7.05128e+25
      1.56372  7.14388e+25
      1.56373  7.22622e+25
      1.56373  7.29522e+25
      1.56374  7.35237e+25
      1.56374  7.40013e+25
      1.56374  7.43844e+25
      1.56375  7.47174e+25
      1.56375  7.50016e+25
      1.56376  7.52317e+25
      1.56376  7.54296e+25
      1.56377  7.55787e+25
      1.56377  7.57047e+25
      1.56378  7.58162e+25
      1.56378  7.59122e+25
      1.56379  7.59781e+25
      1.56379  7.60397e+25
      1.56379  7.60985e+25
      1.56380  7.61526e+25
      1.56380  7.61922e+25
      1.56381  7.62286e+25
      1.56381  7.62664e+25
      1.56382  7.62898e+25
      1.56382  7.63121e+25
      1.56383  7.63293e+25
      1.56383  7.63496e+25
      1.56384  7.63549e+25
      1.56384  7.63642e+25
      1.56385  7.63616e+25
      1.56385  7.63766e+25
      1.56386  7.63888e+25
      1.56386  7.64140e+25
