          35         860
  3.3106852E-07  1.0027869E-06  8.5240945E-06  6.8948134E-06 -1.5478364E-06
  8.7907632E-05  6.9196081E-05  1.0249000E-05  6.7325541E-06  3.1021100E-06
  2.7537756E-06  4.2723966E-07 -4.7557129E-04  8.6232736E-05  0.0000000E+00
  9.6000157E-08  4.5123096E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00 -2.4320218E-05 -1.9000421E-04
  5.7626480E-06 -8.7930079E-07  9.3135321E-07 -5.4419643E-06 -2.9552911E-07
  3.3606310E-07  1.0191718E-06  8.6752489E-06  6.9694856E-06 -1.5208301E-06
  8.7754197E-05  6.9045214E-05  1.0228809E-05  6.7146289E-06  3.0939837E-06
  2.7448830E-06  4.2533304E-07 -4.7458211E-04  8.5675492E-05  0.0000000E+00
  9.6127820E-08  4.4027877E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00 -2.3911263E-05 -1.9225043E-04
  5.5165719E-06 -9.3634964E-07  9.0411407E-07 -5.4673806E-06 -2.9683017E-07
  3.4847815E-07  1.0696504E-06  9.1757329E-06  7.2299981E-06 -1.4409939E-06
  8.7586246E-05  6.8816407E-05  1.0202378E-05  6.6815128E-06  3.0775857E-06
  2.7277927E-06  4.2279089E-07 -4.7276961E-04  8.4486033E-05  0.0000000E+00
  9.6255476E-08  4.4027877E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00 -2.2648583E-05 -1.9927222E-04
  4.6631048E-06 -1.0790653E-06  8.2519534E-07 -5.6547292E-06 -2.9571498E-07
  3.4219926E-07  1.0582306E-06  9.2005403E-06  7.1778954E-06 -1.3375025E-06
  8.4736057E-05  6.6501794E-05  9.8661740E-06  6.4515252E-06  2.9716523E-06
  2.6321977E-06  4.0801464E-07 -4.5591104E-04  8.1427563E-05  0.0000000E+00
  9.3063989E-08  4.2275522E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00 -2.1182765E-05 -1.9702074E-04
  3.8524745E-06 -1.1608042E-06  7.3358984E-07 -5.5996607E-06 -2.8549229E-07
  2.9667734E-07  9.3559237E-07  8.3538998E-06  6.4611863E-06 -1.1084417E-06
  7.4126132E-05  5.8078131E-05  8.6205082E-06  5.6297035E-06  2.5923234E-06
  2.2951142E-06  3.5590062E-07 -3.9655357E-04  7.1331968E-05  0.0000000E+00
  8.0680991E-08  3.7018461E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00 -1.7841099E-05 -1.7543462E-04
  2.7168467E-06 -1.1117984E-06  5.7649868E-07 -5.0025715E-06 -2.4794707E-07
  3.4890627E-07  1.0815667E-06  9.2270793E-06  6.9906146E-06 -1.1801957E-06
  7.8653982E-05  6.1715407E-05  9.1801385E-06  5.9763574E-06  2.7531100E-06
  2.4344772E-06  3.7687334E-07 -4.2475594E-04  7.3678333E-05  0.0000000E+00
  8.6425679E-08  3.9866035E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00 -1.8483131E-05 -1.9256907E-04
  2.2235306E-06 -1.3110018E-06  5.3675944E-07 -5.4438901E-06 -2.6727727E-07
  4.0027896E-07  1.2147971E-06  1.0077470E-05  7.5342091E-06 -1.2340112E-06
  8.3209299E-05  6.5344277E-05  9.7410812E-06  6.3240736E-06  2.9137516E-06
  2.5741181E-06  3.9864048E-07 -4.5124974E-04  7.6576034E-05  0.0000000E+00
  9.2298023E-08  4.2494568E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00 -1.9051924E-05 -2.0926468E-04
  1.5125408E-06 -1.5309672E-06  4.6549002E-07 -5.8973387E-06 -2.8549226E-07
  4.0142058E-07  1.2166176E-06  1.0029873E-05  7.4095951E-06 -1.1512180E-06
  7.9916805E-05  6.2759042E-05  9.3736862E-06  6.0717557E-06  2.7980957E-06
  2.4701865E-06  3.8291094E-07 -4.3370805E-04  7.2837036E-05  0.0000000E+00
  8.8595897E-08  4.0961257E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00 -1.7694090E-05 -2.0538723E-04
  5.9272423E-07 -1.5717432E-06  3.3358563E-07 -5.7338661E-06 -2.7248157E-07
  4.2696422E-07  1.2942389E-06  1.0622954E-05  7.7553450E-06 -1.1403762E-06
  8.1624457E-05  6.4099142E-05  9.5905443E-06  6.1970791E-06  2.8570119E-06
  2.5196512E-06  3.9021961E-07 -4.4316513E-04  7.3737516E-05  0.0000000E+00
  9.0766108E-08  4.2056479E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00 -1.7454062E-05 -2.1398459E-04
 -3.5176993E-07 -1.7318540E-06  1.6903165E-07 -5.8776986E-06 -2.8233254E-07
  4.4694249E-07  1.3596128E-06  1.1119111E-05  7.9812817E-06 -1.0784785E-06
  8.0970945E-05  6.3588777E-05  9.5434298E-06  6.1426958E-06  2.8333582E-06
  2.4961694E-06  3.8672417E-07 -4.3983784E-04  7.2265975E-05  0.0000000E+00
  8.9744830E-08  4.1618389E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00 -1.5764252E-05 -2.1784256E-04
 -1.6361608E-06 -1.7127754E-06 -1.7612128E-07 -5.6462568E-06 -2.7898690E-07
  4.4822681E-07  1.3677226E-06  1.1178535E-05  7.9366228E-06 -1.0094842E-06
  7.8501493E-05  6.1637664E-05  9.2646815E-06  5.9499248E-06  2.7449837E-06
  2.4165531E-06  3.7449010E-07 -4.2639070E-04  6.9489593E-05  0.0000000E+00
  8.7191637E-08  4.0304127E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00 -1.2072972E-05 -2.1326635E-04
 -1.5844779E-06 -9.4083873E-07 -1.7574814E-07 -4.4969420E-06 -2.8604987E-07
  4.4465926E-07  1.3652400E-06  1.1157765E-05  7.8324174E-06 -9.2905663E-07
  7.5439784E-05  5.9178496E-05  8.8979423E-06  5.7062653E-06  2.6326652E-06
  2.3159560E-06  3.5860165E-07 -4.0948819E-04  6.6011955E-05  0.0000000E+00
  8.3744823E-08  3.9427948E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00 -5.3810904E-06 -2.0480806E-04
 -3.0031981E-07  9.5056515E-07  9.2333067E-07 -2.3252012E-06 -2.8958135E-07
  4.6192619E-07  1.4258143E-06  1.1669787E-05  8.1032549E-06 -8.9298254E-07
  7.5946802E-05  5.9543672E-05  8.9747700E-06  5.7425709E-06  2.6506593E-06
