   3.129498E-02   2.743714E-02           7           3
   3.087462E-02   2.407887E-02           7           4
   3.063037E-02   2.047546E-02           7           5
   3.069710E-02   1.714829E-02           7           6
   3.086417E-02   1.366902E-02           7           7
   3.059592E-02   1.026125E-02           7           8
   3.064853E-02   6.831715E-03           7           9
   3.048553E-02   3.358593E-03           7          10
   3.066276E-02  -5.782776E-05           7          11
   3.096662E-02  -3.559483E-03           7          12
   3.075394E-02  -6.993760E-03           7          13
   3.082368E-02  -1.038349E-02           7          14
   3.070216E-02  -1.389978E-02           7          15
   3.057850E-02  -1.728082E-02           7          16
   3.084521E-02  -2.079723E-02           7          17
   3.139411E-02  -2.420949E-02           7          18
   3.108201E-02  -2.767963E-02           7          19
   3.138575E-02  -3.102125E-02           7          20
   3.111170E-02  -3.445047E-02           7          21
  -4.933053E-03   3.404002E-02           8           1
  -4.967802E-03   3.068357E-02           8           2
  -5.153547E-03   2.721809E-02           8           3
  -4.415515E-03   2.382725E-02           8           4
  -4.242545E-03   2.035917E-02           8           5
  -4.396158E-03   1.699942E-02           8           6
  -4.636271E-03   1.365462E-02           8           7
  -4.777587E-03   1.020782E-02           8           8
  -4.826255E-03   6.753102E-03           8           9
  -4.886514E-03   3.426326E-03           8          10
  -4.892596E-03   2.877512E-05           8          11
  -4.912819E-03  -3.361360E-03           8          12
  -4.843520E-03  -6.804222E-03           8          13
  -4.771173E-03  -1.018978E-02           8          14
  -4.783180E-03  -1.360681E-02           8          15
  -4.693243E-03  -1.701499E-02           8          16
  -4.639547E-03  -2.043859E-02           8          17
  -4.529805E-03  -2.381586E-02           8          18
  -4.425861E-03  -2.722207E-02           8          19
  -4.520075E-03  -3.057901E-02           8          20
  -4.721306E-03  -3.392559E-02           8          21
  -3.776065E-02   3.317735E-02           9           1
  -3.770217E-02   3.002862E-02           9           2
  -3.771329E-02   2.663884E-02           9           3
  -3.775323E-02   2.324995E-02           9           4
  -3.789375E-02   1.984170E-02           9           5
  -3.784367E-02   1.666000E-02           9           6
  -3.766130E-02   1.328682E-02           9           7
  -3.742918E-02   9.690981E-03           9           8
  -3.726986E-02   6.374609E-03           9           9
  -3.720396E-02   3.212652E-03           9          10
  -3.734133E-02  -1.183496E-04           9          11
  -3.747872E-02  -3.367939E-03           9          12
  -3.753679E-02  -6.714181E-03           9          13
  -3.759627E-02  -1.004531E-02           9          14
  -3.756654E-02  -1.343396E-02           9          15
  -3.751989E-02  -1.681969E-02           9          16
  -3.752466E-02  -2.011772E-02           9          17
  -3.749074E-02  -2.314516E-02           9          18
  -3.753653E-02  -2.691044E-02           9          19
  -3.755416E-02  -3.019940E-02           9          20
  -3.765710E-02  -3.318733E-02           9          21
