  -5.257064E-03  -3.360281E-02           1           1
  -5.259590E-03  -3.025600E-02           1           2
  -5.250176E-03  -2.687023E-02           1           3
  -5.241060E-03  -2.347810E-02           1           4
  -5.209214E-03  -2.012643E-02           1           5
  -5.235199E-03  -1.674989E-02           1           6
  -5.238443E-03  -1.335407E-02           1           7
  -5.264401E-03  -9.979678E-03           1           8
  -5.254066E-03  -6.627089E-03           1           9
  -5.261692E-03  -3.220737E-03           1          10
  -5.234134E-03   1.217088E-04           1          11
  -5.242599E-03   3.456131E-03           1          12
  -5.242806E-03   6.871287E-03           1          13
  -5.243137E-03   1.025618E-02           1          14
  -5.250695E-03   1.363644E-02           1          15
  -5.255623E-03   1.703521E-02           1          16
  -5.244208E-03   2.043038E-02           1          17
  -5.248364E-03   2.382979E-02           1          18
  -5.273774E-03   2.722398E-02           1          19
  -5.303618E-03   3.058911E-02           1          20
  -5.277534E-03   3.391786E-02           1          21
   8.407447E-03  -3.349309E-02           2           1
   8.402050E-03  -3.017615E-02           2           2
   8.408438E-03  -2.677549E-02           2           3
   8.463767E-03  -2.342594E-02           2           4
   8.458936E-03  -2.007334E-02           2           5
   8.479284E-03  -1.670603E-02           2           6
   8.468839E-03  -1.335011E-02           2           7
   8.456524E-03  -9.976960E-03           2           8
   8.461526E-03  -6.656154E-03           2           9
   8.473966E-03  -3.309936E-03           2          10
   8.472252E-03   5.867736E-05           2          11
   8.447731E-03   3.400831E-03           2          12
   8.433756E-03   6.776069E-03           2          13
   8.457265E-03   1.014002E-02           2          14
   8.467888E-03   1.349672E-02           2          15
   8.511554E-03   1.686631E-02           2          16
   8.474425E-03   2.026028E-02           2          17
   8.443053E-03   2.361180E-02           2          18
   8.338449E-03   2.699902E-02           2          19
   8.282385E-03   3.036687E-02           2          20
   8.444825E-03   3.367168E-02           2          21
   2.181185E-02  -3.325370E-02           3           1
   2.181083E-02  -2.996407E-02           3           2
   2.181114E-02  -2.661071E-02           3           3
   2.182344E-02  -2.325797E-02           3           4
   2.183826E-02  -1.992925E-02           3           5
   2.186068E-02  -1.658914E-02           3           6
   2.186522E-02  -1.325205E-02           3           7
   2.185966E-02  -9.897383E-03           3           8
   2.185775E-02  -6.588162E-03           3           9
   2.186449E-02  -3.267528E-03           3          10
   2.189701E-02   7.794889E-05           3          11
   2.188251E-02   3.419021E-03           3          12
   2.188514E-02   6.776750E-03           3          13
   2.188109E-02   1.012137E-02           3          14
   2.188913E-02   1.343979E-02           3          15
   2.187820E-02   1.677088E-02           3          16
   2.185552E-02   2.009936E-02           3          17
   2.183899E-02   2.345361E-02           3          18
   2.182069E-02   2.680599E-02           3          19
   2.179056E-02   3.013648E-02           3          20
   2.184658E-02   3.340144E-02           3          21
   3.461295E-02  -3.305108E-02           4           1
   3.465812E-02  -2.983698E-02           4           2
   3.467721E-02  -2.653361E-02           4           3
   3.465535E-02  -2.322812E-02           4           4
   3.469438E-02  -1.992564E-02           4           5
   3.470965E-02  -1.660751E-02           4           6
   3.471459E-02  -1.326568E-02           4           7
   3.472142E-02  -9.955551E-03           4           8
   3.473224E-02  -6.668859E-03           4           9
   3.473916E-02  -3.320366E-03           4          10
   3.476077E-02   1.504958E-06           4          11
   3.476439E-02   3.348263E-03           4          12
   3.474062E-02   6.649554E-03           4          13
   3.473533E-02   9.932579E-03           4          14
   3.473919E-02   1.325975E-02           4          15
   3.472669E-02   1.655678E-02           4          16
   3.466892E-02   1.987900E-02           4          17
   3.464500E-02   2.320193E-02           4          18
   3.466940E-02   2.647851E-02           4          19
   3.466633E-02   2.979575E-02           4          20
   3.468104E-02   3.302432E-02           4          21
  -1.941751E-02  -3.409949E-02           5           1
  -1.935050E-02  -3.069162E-02           5           2
  -1.936084E-02  -2.728037E-02           5           3
  -1.932351E-02  -2.390128E-02           5           4
  -1.934370E-02  -2.047716E-02           5           5
  -1.933707E-02  -1.710264E-02           5           6
  -1.937597E-02  -1.365903E-02           5           7
  -1.935059E-02  -1.027759E-02           5           8
  -1.935362E-02  -6.889725E-03           5           9
  -1.934143E-02  -3.501598E-03           5          10
  -1.932765E-02  -1.038347E-04           5          11
  -1.938091E-02   3.294566E-03           5          12
  -1.942393E-02   6.700975E-03           5          13
  -1.943858E-02   1.009206E-02           5          14
  -1.940980E-02   1.351333E-02           5          15
  -1.941418E-02   1.691281E-02           5          16
  -1.947647E-02   2.032538E-02           5          17
  -1.947010E-02   2.372727E-02           5          18
  -1.947074E-02   2.714037E-02           5          19
  -1.945623E-02   3.054330E-02           5          20
  -1.938646E-02   3.384955E-02           5          21
  -3.469151E-02  -3.405559E-02           6           1
  -3.472468E-02  -3.076418E-02           6           2
  -3.473151E-02  -2.741503E-02           6           3
  -3.472678E-02  -2.399273E-02           6           4
  -3.472151E-02  -2.054905E-02           6           5
  -3.473110E-02  -1.706375E-02           6           6
  -3.475601E-02  -1.366081E-02           6           7
  -3.476049E-02  -1.023999E-02           6           8
  -3.476445E-02  -6.846091E-03           6           9
  -3.477064E-02  -3.422259E-03           6          10
  -3.476090E-02  -1.497971E-06           6          11
  -3.477112E-02   3.389874E-03           6          12
  -3.477354E-02   6.827801E-03           6          13
  -3.476924E-02   1.024241E-02           6          14
  -3.477152E-02   1.365160E-02           6          15
  -3.474161E-02   1.710024E-02           6          16
  -3.473575E-02   2.050630E-02           6          17
  -3.473676E-02   2.390691E-02           6          18
  -3.473628E-02   2.726684E-02           6          19
  -3.473472E-02   3.065429E-02           6          20
  -3.474516E-02   3.403382E-02           6          21
   3.106094E-02   3.432782E-02           7           1
   3.127070E-02   3.086311E-02           7           2
